id,created_at,z_rms_velocity_in_s,z_rms_velocity_mm_s,temperature_f,temperature_c,x_rms_velocity_in_s,x_rms_velocity_mm_s,z_peak_acceleration_g,x_peak_acceleration_g,z_peak_vel_comp_freq_hz,x_peak_vel_comp_freq_hz,z_rms_acceleration_g,x_rms_acceleration_g,z_kurtosis,x_kurtosis,z_crest_factor,x_crest_factor,z_peak_velocity_in_s,z_peak_velocity_mm_s,x_peak_velocity_in_s,x_peak_velocity_mm_s,z_high_freq_rms_accel_g,x_high_freq_rms_accel_g,fault,rpm
172731,2026-06-10 21:20:48.986989+00:00,0.0632,1.606,70.7,21.5,0.0855,2.174,0.723,0.613,61.0,12.2,0.117,0.119,2.92,2.757,3.725,3.44,0.0894,2.271,0.121,3.074,0.194,0.178,new_normal_1,2000.0
172744,2026-06-10 21:21:57.888158+00:00,0.0688,1.748,71.12,21.73,0.0814,2.069,0.814,0.651,9.7,9.7,0.126,0.122,2.879,2.79,4.025,3.489,0.0973,2.472,0.1152,2.927,0.202,0.186,new_normal_1,2000.0
172784,2026-06-10 21:26:35.006224+00:00,0.066,1.678,70.37,21.32,0.0812,2.063,0.415,0.55,9.7,61.0,0.065,0.091,2.326,2.377,3.224,3.976,0.0934,2.373,0.1148,2.918,0.129,0.138,new_desbalanceado_antigo_1,500.0
172834,2026-06-10 21:31:30.543033+00:00,0.0491,1.248,70.51,21.39,0.0835,2.121,0.471,0.517,61.0,61.0,0.084,0.092,2.603,2.457,3.164,3.609,0.0695,1.765,0.1181,3.0,0.149,0.143,new_desbalanceado_antigo_1,1000.0
172889,2026-06-10 21:37:12.001273+00:00,0.1539,3.909,70.56,21.42,0.0928,2.357,0.807,0.631,34.1,61.0,0.19,0.172,2.882,2.845,4.052,3.684,0.2176,5.528,0.1312,3.334,0.199,0.171,new_desbalanceado_antigo_1,2000.0
172892,2026-06-10 21:37:27.901423+00:00,0.1617,4.108,70.56,21.42,0.1191,3.026,0.771,0.594,34.1,9.7,0.18,0.184,2.894,2.711,3.841,3.39,0.2287,5.809,0.1685,4.28,0.2,0.175,new_desbalanceado_antigo_1,2000.0
172894,2026-06-10 21:37:38.501586+00:00,0.1649,4.189,70.56,21.42,0.0811,2.062,0.755,0.642,34.1,61.0,0.177,0.14,2.996,2.824,3.769,3.702,0.2332,5.924,0.1148,2.916,0.2,0.173,new_desbalanceado_antigo_1,2000.0
172931,2026-06-10 21:44:36.893758+00:00,0.0544,1.382,70.84,21.57,0.0792,2.013,0.458,0.601,61.0,61.0,0.074,0.121,2.384,2.485,3.479,4.296,0.0769,1.954,0.1121,2.847,0.131,0.14,new_rolamento_outer_1,500.0
172946,2026-06-10 21:45:56.395364+00:00,0.0521,1.325,70.84,21.57,0.0892,2.267,0.471,0.469,61.0,51.2,0.073,0.115,2.398,2.286,3.652,3.41,0.0737,1.874,0.1262,3.206,0.129,0.137,new_rolamento_outer_1,500.0
173011,2026-06-10 21:52:00.396273+00:00,0.0707,1.795,70.74,21.52,0.0703,1.787,0.551,0.536,9.7,61.0,0.118,0.103,2.565,2.49,3.85,3.668,0.0999,2.539,0.0995,2.527,0.143,0.146,new_rolamento_outer_1,1000.0
173031,2026-06-10 21:54:45.021120+00:00,0.0704,1.79,72.42,22.45,0.0958,2.433,0.805,0.573,61.0,61.0,0.22,0.182,2.967,2.703,3.696,3.464,0.0996,2.532,0.1355,3.441,0.218,0.165,new_rolamento_outer_1,2000.0
173044,2026-06-10 21:55:53.922155+00:00,0.0661,1.68,71.49,21.94,0.0843,2.143,0.76,0.77,61.0,61.0,0.203,0.171,2.785,2.919,3.493,4.549,0.0935,2.377,0.1193,3.031,0.217,0.169,new_rolamento_outer_1,2000.0
173081,2026-06-10 22:01:53.323358+00:00,0.0491,1.247,72.79,22.66,0.0915,2.326,0.532,0.447,61.0,51.2,0.098,0.113,2.389,2.444,4.056,3.168,0.0694,1.763,0.1295,3.289,0.131,0.141,new_rolamento_inner_1,500.0
173096,2026-06-10 22:03:12.824754+00:00,0.0611,1.554,72.79,22.66,0.0859,2.183,0.437,0.42,61.0,51.2,0.118,0.116,2.273,2.334,3.397,3.014,0.0865,2.198,0.1215,3.087,0.128,0.139,new_rolamento_inner_1,500.0
173161,2026-06-10 22:09:59.243432+00:00,0.072,1.829,71.02,21.68,0.0861,2.187,0.481,0.432,12.2,61.0,0.191,0.144,2.412,2.333,3.566,3.094,0.1018,2.587,0.1217,3.093,0.135,0.139,new_rolamento_inner_1,1000.0
173181,2026-06-10 22:12:07.109689+00:00,0.0644,1.636,71.02,21.68,0.0909,2.309,0.709,0.478,61.0,58.5,0.254,0.215,2.923,2.555,3.854,3.107,0.0911,2.314,0.1285,3.265,0.184,0.153,new_rolamento_inner_1,2000.0
173194,2026-06-10 22:13:16.011310+00:00,0.0636,1.615,71.39,21.88,0.0958,2.434,0.649,0.647,61.0,61.0,0.246,0.187,2.872,2.808,3.587,4.146,0.0899,2.285,0.1355,3.443,0.181,0.156,new_rolamento_inner_1,2000.0
173231,2026-06-10 22:18:57.360713+00:00,0.0521,1.324,71.02,21.68,0.0869,2.207,0.383,0.49,58.5,51.2,0.104,0.117,2.308,2.306,2.938,3.524,0.0737,1.872,0.1229,3.122,0.13,0.139,new_rolamento_comb_1,500.0
173246,2026-06-10 22:20:16.862158+00:00,0.0497,1.264,71.02,21.68,0.0913,2.319,0.465,0.475,61.0,61.0,0.096,0.124,2.35,2.417,3.531,3.402,0.0703,1.787,0.1291,3.279,0.131,0.139,new_rolamento_comb_1,500.0
173311,2026-06-10 22:33:19.980356+00:00,0.0543,1.381,70.56,21.42,0.0897,2.278,0.622,0.501,61.0,61.0,0.171,0.134,2.764,2.401,4.274,3.534,0.0769,1.953,0.1268,3.222,0.145,0.141,new_rolamento_comb_1,1000.0
173331,2026-06-10 22:44:34.999014+00:00,0.0783,1.991,70.79,21.55,0.1045,2.656,1.384,0.759,61.0,9.7,0.355,0.234,3.889,2.989,5.423,4.301,0.1108,2.815,0.1479,3.756,0.255,0.176,new_rolamento_comb_1,2000.0
173344,2026-06-10 22:45:43.900555+00:00,0.0787,2.001,70.79,21.55,0.0892,2.267,1.33,0.634,17.0,61.0,0.298,0.196,3.777,2.818,5.602,3.651,0.1114,2.829,0.1262,3.206,0.237,0.173,new_rolamento_comb_1,2000.0
173381,2026-06-10 23:10:38.046333+00:00,0.0718,1.824,71.63,22.01,0.0952,2.42,0.709,0.579,61.0,51.2,0.267,0.256,3.588,2.627,4.634,3.994,0.1015,2.58,0.1347,3.422,0.153,0.145,new_rolamento_ball_1,500.0
173394,2026-06-10 23:11:46.947541+00:00,0.0728,1.85,71.63,22.01,0.0992,2.52,0.65,0.471,9.7,58.5,0.226,0.205,2.956,2.447,4.343,3.301,0.103,2.616,0.1403,3.564,0.149,0.142,new_rolamento_ball_1,500.0
173431,2026-06-10 23:19:39.003039+00:00,0.0827,2.102,71.3,21.83,0.1143,2.904,2.208,1.241,61.0,9.7,0.439,0.293,8.887,5.565,6.646,6.169,0.117,2.972,0.1617,4.107,0.332,0.201,new_rolamento_ball_1,1000.0
173446,2026-06-10 23:20:58.504564+00:00,0.0941,2.391,71.3,21.83,0.1222,3.105,2.527,1.13,61.0,61.0,0.474,0.342,10.763,4.619,9.442,6.258,0.1331,3.382,0.1728,4.391,0.267,0.18,new_rolamento_ball_1,1000.0
173511,2026-06-10 23:34:41.692348+00:00,0.1234,3.134,72.0,22.22,0.1937,4.922,3.546,2.732,9.7,166.0,0.693,0.57,7.605,7.851,6.118,6.784,0.1745,4.432,0.274,6.961,0.579,0.402,new_rolamento_ball_1,2000.0
173534,2026-06-10 23:45:49.054426+00:00,0.0505,1.284,72.56,22.53,0.0865,2.197,0.472,0.56,58.5,58.5,0.081,0.113,2.367,2.42,3.62,4.003,0.0715,1.816,0.1223,3.107,0.13,0.14,new_cocked_1,500.0
173589,2026-06-10 23:55:52.315676+00:00,0.0579,1.472,71.21,21.78,0.0737,1.872,0.636,0.517,61.0,61.0,0.111,0.107,2.958,2.597,3.724,3.498,0.0819,2.081,0.1042,2.647,0.171,0.147,new_cocked_1,1000.0
173592,2026-06-10 23:56:08.215800+00:00,0.0508,1.291,71.21,21.78,0.0755,1.918,0.691,0.478,61.0,61.0,0.098,0.103,2.695,2.508,4.046,3.318,0.0718,1.825,0.1067,2.712,0.17,0.144,new_cocked_1,1000.0
173594,2026-06-10 23:56:18.816064+00:00,0.0537,1.364,71.21,21.78,0.0712,1.809,0.593,0.506,61.0,61.0,0.112,0.106,2.778,2.424,3.635,3.477,0.0759,1.929,0.1007,2.558,0.163,0.145,new_cocked_1,1000.0
173634,2026-06-11 00:02:52.838775+00:00,0.0687,1.745,70.65,21.47,0.0784,1.991,1.201,0.669,61.0,58.5,0.173,0.152,3.101,2.883,3.998,3.756,0.0971,2.468,0.1108,2.816,0.3,0.178,new_cocked_1,2000.0
173684,2026-06-11 00:11:05.872258+00:00,0.0525,1.335,70.79,21.55,0.0857,2.178,0.397,0.464,61.0,51.2,0.086,0.105,2.312,2.387,3.043,3.273,0.0743,1.889,0.1213,3.081,0.13,0.141,new_eccentric_1,500.0
173739,2026-06-11 00:18:12.471201+00:00,0.0618,1.571,70.42,21.34,0.0797,2.025,0.691,0.49,9.7,58.5,0.113,0.116,2.898,2.391,4.02,3.335,0.0874,2.221,0.1127,2.864,0.171,0.147,new_eccentric_1,1000.0
173742,2026-06-11 00:18:28.371557+00:00,0.0597,1.517,70.33,21.29,0.1069,2.715,0.795,0.565,61.0,12.2,0.118,0.117,3.336,2.564,4.525,3.891,0.0844,2.145,0.1511,3.84,0.175,0.145,new_eccentric_1,1000.0
173744,2026-06-11 00:18:38.971730+00:00,0.0622,1.58,70.33,21.29,0.0841,2.138,0.763,0.526,61.0,61.0,0.114,0.114,3.204,2.541,4.392,3.566,0.0879,2.235,0.119,3.023,0.173,0.147,new_eccentric_1,1000.0
173784,2026-06-11 00:30:02.071508+00:00,0.0877,2.228,70.1,21.16,0.0826,2.098,1.6,0.633,34.1,61.0,0.158,0.13,4.313,2.881,4.551,3.546,0.124,3.15,0.1168,2.967,0.351,0.178,new_eccentric_1,2000.0
173831,2026-06-11 00:43:15.067974+00:00,0.0557,1.416,70.93,21.63,0.0865,2.197,0.405,0.532,61.0,61.0,0.079,0.108,2.328,2.464,3.052,3.781,0.0788,2.003,0.1223,3.107,0.132,0.14,new_normal_2,500.0
173846,2026-06-11 00:44:34.569342+00:00,0.0524,1.332,70.51,21.39,0.0815,2.07,0.403,0.554,61.0,61.0,0.085,0.115,2.317,2.374,3.117,3.984,0.0741,1.884,0.1152,2.927,0.129,0.139,new_normal_2,500.0
173911,2026-06-11 00:52:30.447541+00:00,0.0497,1.262,70.23,21.24,0.0713,1.811,0.601,0.555,61.0,61.0,0.099,0.1,2.936,2.504,3.522,3.746,0.0702,1.785,0.1008,2.562,0.17,0.148,new_normal_2,1000.0
173931,2026-06-11 00:56:59.655028+00:00,0.0728,1.85,71.72,22.06,0.0851,2.163,1.136,0.726,61.0,61.0,0.143,0.144,3.51,2.962,4.025,4.089,0.103,2.616,0.1204,3.058,0.282,0.177,new_normal_2,2000.0
173944,2026-06-11 00:58:08.556476+00:00,0.0652,1.657,71.72,22.06,0.0865,2.197,1.122,0.63,61.0,61.0,0.168,0.152,3.542,2.834,3.837,3.547,0.0923,2.344,0.1223,3.107,0.292,0.177,new_normal_2,2000.0
173984,2026-06-11 01:03:20.869226+00:00,0.0648,1.647,70.7,21.5,0.0968,2.461,0.481,0.593,9.7,61.0,0.079,0.112,2.413,2.553,3.666,4.151,0.0917,2.329,0.137,3.48,0.131,0.142,new_desbalanceado_antigo_2,500.0
174039,2026-06-11 01:11:32.805357+00:00,0.0598,1.519,71.12,21.73,0.0709,1.802,0.583,0.505,17.0,61.0,0.092,0.094,2.805,2.54,3.466,3.412,0.0845,2.148,0.1003,2.548,0.168,0.148,new_desbalanceado_antigo_2,1000.0
174042,2026-06-11 01:11:48.705767+00:00,0.0726,1.844,71.12,21.73,0.0739,1.877,0.782,0.667,17.0,61.0,0.101,0.096,2.952,2.637,4.614,4.489,0.1026,2.608,0.1045,2.655,0.169,0.148,new_desbalanceado_antigo_2,1000.0
174044,2026-06-11 01:11:59.305936+00:00,0.0649,1.65,71.12,21.73,0.0934,2.373,0.649,0.545,17.0,61.0,0.092,0.102,2.908,2.588,3.875,3.69,0.0919,2.334,0.1321,3.356,0.167,0.147,new_desbalanceado_antigo_2,1000.0
174084,2026-06-11 01:15:53.927573+00:00,0.2037,5.176,70.33,21.29,0.1034,2.628,1.176,0.685,34.1,61.0,0.211,0.181,3.458,2.837,4.589,3.836,0.2882,7.32,0.1463,3.717,0.256,0.178,new_desbalanceado_antigo_2,2000.0
174116,2026-06-11 01:19:48.499976+00:00,0.0146,0.372,71.63,22.01,0.0222,0.564,0.05,0.067,61.0,9.7,0.017,0.022,3.685,4.712,4.845,5.166,0.0207,0.526,0.0314,0.798,0.01,0.013,new_baseline,0.0
174120,2026-06-11 01:20:09.699358+00:00,0.0208,0.529,71.63,22.01,0.0271,0.689,0.047,0.061,61.0,61.0,0.022,0.029,3.75,4.02,4.709,5.056,0.0294,0.748,0.0383,0.974,0.01,0.012,new_baseline,0.0
174169,2026-06-11 10:49:19.251103+00:00,0.0145,0.369,63.08,17.26,0.0209,0.532,0.057,0.069,61.0,61.0,0.016,0.021,4.505,5.111,5.519,5.471,0.0205,0.523,0.0296,0.752,0.01,0.012,new_baseline,0.0
174194,2026-06-11 10:51:31.754207+00:00,0.0136,0.346,63.22,17.34,0.0192,0.489,0.061,0.068,58.5,61.0,0.016,0.021,4.537,5.246,5.718,5.454,0.0193,0.49,0.0272,0.692,0.01,0.012,new_baseline,0.0
174200,2026-06-11 10:52:03.554889+00:00,0.0144,0.366,63.22,17.34,0.0197,0.5,0.049,0.065,61.0,61.0,0.016,0.021,4.225,4.82,4.812,5.35,0.0204,0.518,0.0278,0.707,0.01,0.012,new_baseline,0.0
174223,2026-06-11 10:58:10.906609+00:00,0.0556,1.412,62.9,17.16,0.0786,1.996,0.405,0.432,61.0,61.0,0.073,0.093,2.314,2.261,3.028,3.024,0.0786,1.998,0.1111,2.823,0.133,0.142,new_eccentric_2,500.0
174278,2026-06-11 11:04:30.939089+00:00,0.0623,1.584,63.13,17.29,0.0661,1.681,0.541,0.581,9.7,58.5,0.082,0.089,2.668,2.443,3.438,3.912,0.0882,2.241,0.0936,2.377,0.157,0.148,new_eccentric_2,1000.0
174281,2026-06-11 11:04:46.839310+00:00,0.057,1.447,63.13,17.29,0.0878,2.23,0.534,0.499,61.0,61.0,0.097,0.098,2.695,2.415,3.465,3.396,0.0806,2.047,0.1241,3.154,0.154,0.147,new_eccentric_2,1000.0
174283,2026-06-11 11:04:57.439694+00:00,0.0589,1.497,63.13,17.29,0.0678,1.723,0.649,0.564,9.7,61.0,0.098,0.094,2.682,2.443,4.073,3.785,0.0833,2.117,0.0959,2.438,0.159,0.149,new_eccentric_2,1000.0
174323,2026-06-11 11:09:11.640813+00:00,0.0686,1.744,63.96,17.75,0.0915,2.325,1.112,0.632,58.5,9.7,0.147,0.132,3.27,2.725,4.07,3.728,0.0971,2.467,0.1294,3.289,0.273,0.169,new_eccentric_2,2000.0
174373,2026-06-11 11:16:41.907358+00:00,0.0494,1.254,64.09,17.83,0.0891,2.265,0.403,0.43,61.0,58.5,0.073,0.104,2.23,2.266,3.062,3.013,0.0698,1.774,0.1261,3.203,0.131,0.142,new_cocked_2,500.0
174428,2026-06-11 11:22:16.172538+00:00,0.0665,1.69,64.51,18.06,0.0886,2.251,0.751,0.547,61.0,61.0,0.099,0.104,2.953,2.493,4.504,3.716,0.0941,2.39,0.1253,3.183,0.166,0.147,new_cocked_2,1000.0
174431,2026-06-11 11:22:32.072849+00:00,0.0574,1.458,65.2,18.44,0.083,2.109,0.587,0.617,61.0,61.0,0.097,0.103,2.764,2.396,3.68,4.216,0.0812,2.062,0.1174,2.982,0.159,0.146,new_cocked_2,1000.0
174433,2026-06-11 11:22:42.672993+00:00,0.0579,1.47,65.2,18.44,0.0852,2.164,0.71,0.556,58.5,61.0,0.103,0.107,3.167,2.374,4.102,3.758,0.0818,2.08,0.1205,3.06,0.173,0.148,new_cocked_2,1000.0
174473,2026-06-11 11:26:39.604107+00:00,0.0825,2.097,65.11,18.39,0.0903,2.295,1.114,0.509,34.1,61.0,0.124,0.145,3.39,2.577,4.344,3.053,0.1167,2.965,0.1278,3.246,0.256,0.166,new_cocked_2,2000.0
174520,2026-06-11 11:34:02.970615+00:00,0.054,1.372,66.26,19.03,0.0939,2.387,0.486,0.474,9.7,61.0,0.114,0.122,2.313,2.315,3.634,3.374,0.0764,1.941,0.1329,3.375,0.133,0.14,new_rolamento_ball_2,500.0
174535,2026-06-11 11:35:22.472220+00:00,0.0519,1.32,66.26,19.03,0.0857,2.178,0.401,0.538,9.7,61.0,0.125,0.129,2.316,2.338,3.009,3.76,0.0735,1.867,0.1212,3.08,0.133,0.143,new_rolamento_ball_2,500.0
174600,2026-06-11 11:41:25.316772+00:00,0.0673,1.71,66.31,19.06,0.0802,2.037,0.584,0.497,61.0,61.0,0.182,0.138,2.869,2.487,3.521,3.335,0.0952,2.418,0.1134,2.881,0.165,0.149,new_rolamento_ball_2,1000.0
174620,2026-06-11 11:43:33.214431+00:00,0.0953,2.421,65.34,18.52,0.0956,2.429,1.626,0.861,61.0,61.0,0.428,0.266,3.363,3.129,4.213,3.81,0.1348,3.425,0.1352,3.435,0.386,0.226,new_rolamento_ball_2,2000.0
174633,2026-06-11 11:44:42.115790+00:00,0.0929,2.36,65.34,18.52,0.1021,2.594,1.927,0.87,65.9,61.0,0.413,0.262,3.431,3.059,4.636,3.782,0.1314,3.338,0.1444,3.668,0.415,0.23,new_rolamento_ball_2,2000.0
174670,2026-06-11 11:50:23.876465+00:00,0.0497,1.262,66.58,19.21,0.1004,2.55,0.454,0.566,61.0,51.2,0.124,0.139,2.302,2.369,3.391,3.963,0.0702,1.785,0.142,3.607,0.133,0.142,new_rolamento_comb_2,500.0
174685,2026-06-11 11:51:43.377830+00:00,0.0597,1.518,66.4,19.11,0.107,2.718,0.453,0.557,61.0,51.2,0.112,0.14,2.373,2.368,3.407,3.898,0.0845,2.146,0.1513,3.844,0.133,0.143,new_rolamento_comb_2,500.0
174750,2026-06-11 11:57:50.636346+00:00,0.0652,1.656,67.32,19.62,0.0805,2.046,0.61,0.519,61.0,58.5,0.178,0.154,2.846,2.435,4.058,3.561,0.0922,2.342,0.1139,2.894,0.15,0.145,new_rolamento_comb_2,1000.0
174770,2026-06-11 11:59:55.684740+00:00,0.0846,2.15,66.58,19.21,0.0901,2.288,1.452,0.91,266.1,61.0,0.363,0.242,3.833,3.135,5.623,5.064,0.1197,3.04,0.1274,3.237,0.258,0.179,new_rolamento_comb_2,2000.0
174783,2026-06-11 12:01:04.586070+00:00,0.0831,2.112,66.58,19.21,0.1023,2.598,1.284,0.84,61.0,61.0,0.376,0.245,4.04,2.965,4.802,4.662,0.1176,2.987,0.1446,3.675,0.267,0.18,new_rolamento_comb_2,2000.0
175123,2026-06-11 13:40:57.109360+00:00,0.0744,1.891,68.57,20.31,0.0832,2.115,0.478,0.519,9.7,61.0,0.08,0.098,2.364,2.355,3.63,3.66,0.1053,2.675,0.1177,2.991,0.131,0.141,new_eccentric_3,500.0
175178,2026-06-11 13:47:13.097818+00:00,0.0546,1.387,68.29,20.16,0.0806,2.047,0.75,0.532,58.5,61.0,0.109,0.11,2.917,2.499,4.593,3.646,0.0772,1.961,0.1139,2.895,0.163,0.146,new_eccentric_3,1000.0
175181,2026-06-11 13:47:28.998233+00:00,0.0512,1.301,68.29,20.16,0.0787,2.0,0.605,0.505,61.0,58.5,0.098,0.097,2.695,2.484,3.742,3.511,0.0724,1.84,0.1113,2.828,0.161,0.144,new_eccentric_3,1000.0
175183,2026-06-11 13:47:39.598439+00:00,0.0561,1.427,68.29,20.16,0.0774,1.966,0.67,0.49,61.0,61.0,0.106,0.101,2.88,2.521,4.038,3.358,0.0794,2.018,0.1095,2.781,0.165,0.146,new_eccentric_3,1000.0
175223,2026-06-11 13:51:37.257831+00:00,0.1056,2.682,68.34,20.19,0.0798,2.027,0.834,0.655,34.1,58.5,0.151,0.149,3.046,2.805,3.663,3.923,0.1493,3.794,0.1128,2.866,0.227,0.166,new_eccentric_3,2000.0
175270,2026-06-11 13:58:52.388682+00:00,0.0569,1.445,68.85,20.47,0.0854,2.169,0.456,0.471,61.0,61.0,0.091,0.107,2.357,2.297,3.45,3.37,0.0804,2.044,0.1208,3.068,0.132,0.139,new_normal_3,500.0
175285,2026-06-11 14:00:11.890605+00:00,0.0553,1.406,68.43,20.24,0.0833,2.116,0.4,0.577,9.7,61.0,0.085,0.108,2.348,2.45,3.044,4.089,0.0783,1.989,0.1178,2.993,0.131,0.141,new_normal_3,500.0
175350,2026-06-11 14:06:15.391005+00:00,0.0585,1.486,68.43,20.24,0.071,1.804,0.676,0.518,61.0,61.0,0.102,0.089,2.86,2.371,3.951,3.476,0.0827,2.102,0.1004,2.551,0.171,0.149,new_normal_3,1000.0
175370,2026-06-11 14:08:21.252914+00:00,0.0739,1.878,68.94,20.52,0.0798,2.027,0.936,0.624,31.7,61.0,0.172,0.147,3.022,2.818,3.98,3.357,0.1046,2.657,0.1128,2.867,0.235,0.186,new_normal_3,2000.0
175383,2026-06-11 14:09:30.154202+00:00,0.068,1.728,68.94,20.52,0.086,2.186,0.846,0.616,61.0,61.0,0.187,0.156,3.009,2.803,3.61,3.38,0.0962,2.444,0.1217,3.092,0.234,0.182,new_normal_3,2000.0
175420,2026-06-11 14:15:11.316904+00:00,0.0714,1.815,68.8,20.44,0.0957,2.43,0.445,0.452,58.5,51.2,0.131,0.128,2.322,2.364,3.371,3.171,0.101,2.566,0.1353,3.437,0.132,0.142,new_rolamento_comb_3,500.0
175435,2026-06-11 14:16:30.818488+00:00,0.0628,1.596,68.8,20.44,0.0925,2.35,0.438,0.549,61.0,51.2,0.161,0.137,2.356,2.473,3.295,3.921,0.0888,2.257,0.1308,3.324,0.133,0.14,new_rolamento_comb_3,500.0
175500,2026-06-11 14:22:36.742882+00:00,0.0685,1.739,68.98,20.54,0.0847,2.152,0.764,0.466,61.0,61.0,0.251,0.197,3.398,2.474,4.128,3.142,0.0968,2.46,0.1198,3.043,0.185,0.148,new_rolamento_comb_3,1000.0
175520,2026-06-11 14:24:44.130310+00:00,0.1032,2.621,68.98,20.54,0.0991,2.518,2.372,1.145,58.5,61.0,0.604,0.303,4.603,3.645,6.061,4.933,0.1459,3.707,0.1402,3.561,0.391,0.232,new_rolamento_comb_3,2000.0
175533,2026-06-11 14:25:53.031472+00:00,0.0904,2.298,69.08,20.6,0.1014,2.577,1.748,0.891,65.9,61.0,0.486,0.27,3.745,3.275,4.949,4.265,0.1279,3.249,0.1434,3.644,0.353,0.208,new_rolamento_comb_3,2000.0
175570,2026-06-11 14:31:27.428765+00:00,0.0718,1.823,69.59,20.88,0.1016,2.583,0.495,0.553,61.0,51.2,0.197,0.163,2.412,2.478,3.71,3.835,0.1015,2.579,0.1438,3.653,0.133,0.144,new_rolamento_ball_3,500.0
175585,2026-06-11 14:32:46.930049+00:00,0.0777,1.975,69.59,20.88,0.1095,2.781,0.461,0.566,61.0,51.2,0.209,0.182,2.49,2.451,3.407,3.988,0.1099,2.793,0.1548,3.933,0.135,0.141,new_rolamento_ball_3,500.0
175646,2026-06-11 14:38:31.783775+00:00,0.071,1.805,69.49,20.83,0.0792,2.013,0.834,0.526,61.0,58.5,0.242,0.168,3.083,2.602,4.362,3.428,0.1005,2.553,0.1121,2.847,0.191,0.153,new_rolamento_ball_3,1000.0
175673,2026-06-11 14:41:14.748797+00:00,0.1148,2.917,69.31,20.72,0.1352,3.435,2.631,0.983,263.6,134.2,0.472,0.34,3.625,3.066,5.454,3.962,0.1624,4.126,0.1913,4.859,0.482,0.248,new_rolamento_ball_3,2000.0
175683,2026-06-11 14:42:07.749513+00:00,0.1151,2.925,69.31,20.72,0.1351,3.433,2.229,1.07,9.7,134.2,0.44,0.339,3.466,3.214,4.844,4.335,0.1628,4.137,0.1911,4.855,0.46,0.246,new_rolamento_ball_3,2000.0
175723,2026-06-11 14:48:30.727722+00:00,0.0705,1.792,71.39,21.88,0.0791,2.011,0.433,0.514,9.7,61.0,0.083,0.099,2.322,2.403,3.287,3.646,0.0997,2.534,0.1119,2.844,0.131,0.14,new_desbalanceado_antigo_3,500.0
175778,2026-06-11 14:53:43.854403+00:00,0.0552,1.402,69.68,20.93,0.0756,1.92,0.498,0.452,61.0,58.5,0.097,0.095,2.622,2.398,3.213,3.084,0.078,1.983,0.1069,2.716,0.155,0.146,new_desbalanceado_antigo_3,1000.0
175781,2026-06-11 14:53:59.754783+00:00,0.0562,1.428,69.59,20.88,0.0946,2.404,0.56,0.528,61.0,12.2,0.099,0.104,2.751,2.501,3.552,3.6,0.0795,2.02,0.1338,3.4,0.157,0.146,new_desbalanceado_antigo_3,1000.0
175783,2026-06-11 14:54:10.354945+00:00,0.0502,1.275,69.59,20.88,0.0911,2.316,0.64,0.488,61.0,58.5,0.103,0.105,2.772,2.504,4.006,3.305,0.071,1.804,0.1289,3.275,0.159,0.147,new_desbalanceado_antigo_3,1000.0
175823,2026-06-11 14:58:35.085702+00:00,0.199,5.056,69.59,20.88,0.0936,2.378,1.114,0.642,34.1,61.0,0.215,0.166,3.341,2.789,4.124,3.526,0.2815,7.151,0.1324,3.363,0.27,0.182,new_desbalanceado_antigo_3,2000.0
175873,2026-06-11 15:06:11.657821+00:00,0.0526,1.336,69.68,20.93,0.1049,2.666,0.484,0.509,61.0,51.2,0.093,0.128,2.371,2.394,3.595,3.592,0.0744,1.89,0.1484,3.77,0.134,0.141,new_cocked_3,500.0
175928,2026-06-11 15:11:22.246801+00:00,0.0543,1.38,70.0,21.11,0.0723,1.838,0.919,0.489,61.0,61.0,0.131,0.112,3.195,2.592,4.422,3.142,0.0768,1.953,0.1023,2.6,0.207,0.155,new_cocked_3,1000.0
175931,2026-06-11 15:11:38.147648+00:00,0.0465,1.181,70.0,21.11,0.0808,2.053,0.765,0.52,61.0,61.0,0.122,0.108,3.071,2.529,3.76,3.316,0.0658,1.671,0.1143,2.904,0.203,0.156,new_cocked_3,1000.0
175933,2026-06-11 15:11:48.747957+00:00,0.0495,1.258,70.0,21.11,0.069,1.753,0.954,0.601,61.0,61.0,0.125,0.105,3.432,2.715,4.418,3.814,0.07,1.779,0.0976,2.479,0.215,0.157,new_cocked_3,1000.0
175973,2026-06-11 15:15:44.181029+00:00,0.0725,1.843,69.49,20.83,0.083,2.11,1.783,0.865,61.0,61.0,0.225,0.159,3.179,2.953,4.147,3.71,0.1026,2.606,0.1174,2.984,0.429,0.233,new_cocked_3,2000.0
176020,2026-06-11 15:23:13.335272+00:00,0.0495,1.259,69.91,21.06,0.0833,2.117,0.473,0.719,61.0,51.2,0.074,0.115,2.32,2.513,3.606,5.114,0.0701,1.78,0.1178,2.994,0.131,0.14,new_rolamento_outer_3,500.0
176035,2026-06-11 15:24:32.836958+00:00,0.0506,1.285,69.91,21.06,0.0918,2.333,0.51,0.534,61.0,51.2,0.102,0.134,2.476,2.477,3.835,3.747,0.0715,1.818,0.1299,3.299,0.133,0.142,new_rolamento_outer_3,500.0
176100,2026-06-11 15:30:38.227899+00:00,0.0526,1.337,70.14,21.19,0.0878,2.23,0.476,0.512,61.0,61.0,0.098,0.11,2.429,2.453,3.506,3.558,0.0744,1.891,0.1241,3.154,0.135,0.143,new_rolamento_outer_3,1000.0
